tick,perception_0,perception_1,perception_2,perception_3,perception_4,perception_5,perception_6,perception_7,perception_8,perception_9,perception_10,perception_11,perception_12,perception_13,perception_14,perception_15,perception_16,perception_17,perception_18,perception_19,perception_20,perception_21,perception_22,perception_23,perception_24,perception_25,perception_26,perception_27,perception_28,perception_29,channel
51,-0.20352607095339278,-0.37209959661326364,-3.133660542041034,-18.516408390093577,-47.37122798736981,-65.49984108920087,-74.71904742021523,-89.62687909055353,-92.31607237331741,-77.16085672969587,-62.23288760252102,-34.4213222043848,-8.373130663456498,-0.9142506527441712,-0.22176976854227268,-0.20022745933080183,-0.20000080790822092,-0.2000000009707125,-0.2000000000003933,-0.20000000000000007,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000001295,-0.2000000000475686,-0.20000005901560358,-0.20002475190508173,objects
52,-0.20004572303588505,-0.20572653287343148,-0.4461432828419144,-3.9094550091374707,-20.911275638081463,-49.42835329956037,-66.59710865914239,-75.88050132298025,-88.44244166844653,-90.20332699238821,-78.03553991492372,-61.80642413750543,-31.414461964997397,-6.872771087972793,-0.7157231968667777,-0.21381096371944067,-0.2001263478803406,-0.20000039223165855,-0.20000000041151625,-0.20000000000014553,-0.20000000000000004,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000353,-0.2000000001139629,-0.2000001241175823,objects
53,-0.20000024704470015,-0.20008047843939242,-0.2089226111781039,-0.5401542513729505,-4.7660647448471885,-23.192583333775804,-51.19908013191223,-67.92854821994064,-77.4946843513571,-87.73913030554698,-88.05978637985336,-78.65976122902087,-60.967256955139604,-28.095357685681638,-5.467039842343212,-0.5564050059943035,-0.20831534531283988,-0.20006607718551228,-0.20000017786451008,-0.20000000016164482,-0.2000000000000495,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000899,-0.2000000002566442,objects
54,-0.2000000005538074,-0.20000047333585147,-0.20013697685677384,-0.2135056874509502,-0.658889969198166,-5.7167986835116595,-25.42135600252146,-52.8661992345851,-69.54228251829703,-79.44111624051776,-87.50227399482445,-86.33269872901496,-78.93724934188415,-59.20493006079143,-24.423360862346637,-4.184467534996168,-0.4332450630726671,-0.20469184903017792,-0.2000320723252786,-0.20000007415325455,-0.2000000000578295,-0.2000000000000152,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000004,-0.2000000000002185,objects
55,-0.2000000000005186,-0.20000000116933722,-0.20000088908964517,-0.20022898432190228,-0.22011706091370342,-0.8105593237656805,-6.7935229381626305,-27.69363717385469,-54.607706655034086,-71.46443417575905,-81.59649571306794,-87.60491216596029,-85.2574893321655,-78.84236037003056,-56.13264576100643,-20.450081085533444,-3.0633875104426664,-0.34318235209174347,-0.2024544742772896,-0.20001427656756451,-0.20000002805595551,-0.20000000001858279,-0.20000000000000415,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000001,objects
56,-0.2000000000000002,-0.2000000000012202,-0.20000000244788585,-0.20000165588237462,-0.20037957881324822,-0.22971719258834322,-1.0060145220344656,-8.0298761939241,-30.082479568851912,-56.549092337885824,-73.7035972348112,-83.85746973866526,-87.93462937190066,-84.86966722639724,-78.21820759054252,-51.611973562897276,-16.36660564836025,-2.140448579308091,-0.28187689502968954,-0.2011821538955322,-0.20000578571492508,-0.20000000956028827,-0.20000000000532162,-0.200000000000001,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,objects
57,-0.2,-0.20000000000000057,-0.20000000000289897,-0.20000000516199637,-0.20000309945198488,-0.20063093332974466,-0.2439235949312087,-1.2627538267696865,-9.480995740082566,-32.6850515752467,-58.810475436905136,-76.24774271158701,-86.12864872098909,-88.45258827992788,-85.06300478129177,-76.67650318499557,-45.71791572898566,-12.43747351250199,-1.4316470221517454,-0.24334179079052373,-0.20052106951431367,-0.20000212215135846,-0.20000000291687725,-0.20000000000135018,-0.20000000000000023,-0.2,-0.2,-0.2,-0.2,-0.2,objects
58,-0.2,-0.2,-0.2000000000000015,-0.20000000000705817,-0.20000001110499388,-0.2000058923763611,-0.2010605673488737,-0.26538286308147324,-1.6060735079317843,-11.213745548071081,-35.58982339702714,-61.47503863956295,-79.05595708789971,-88.3365255999242,-89.18424910740876,-85.56265135882612,-73.72452971457982,-38.78163947703747,-8.936424989273604,-0.928754763993447,-0.2211541801993119,-0.2002095072061991,-0.20000070261422262,-0.20000000079510108,-0.200000000000303,-0.20000000000000004,-0.2,-0.2,-0.2,-0.2,objects
59,-0.2,-0.2,-0.2,-0.20000000000000437,-0.20000000001789303,-0.20000002470168,-0.20001150353769054,-0.20181859314094777,-0.298650615319798,-2.074768918346926,-13.318558247386012,-38.89298096031403,-64.59281550868367,-82.04740099674903,-90.4347685610964,-90.1638891189771,-85.86705031407364,-68.96255182677403,-31.353861634460536,-6.063412215122019,-0.6011063871866557,-0.20950997600979546,-0.20007684643550422,-0.20000021022670034,-0.20000000019405695,-0.20000000000006032,-0.2,-0.2,-0.2,-0.2,objects
60,-0.2,-0.2,-0.2,-0.2,-0.20000000000001333,-0.2000000000475944,-0.20000005716465244,-0.20002317169826855,-0.20319165556245095,-0.35117378702879776,-2.721322052894866,-15.88597893321708,-42.65589469883933,-68.149156778255,-85.1219198330513,-92.4484373478644,-91.35811756456638,-85.29651272637633,-62.30797274016629,-24.081024965095494,-3.893273725402905,-0.40526669277750244,-0.20394083093948986,-0.20002576600398195,-0.2000000570287838,-0.20000000004259308,-0.20000000000001072,-0.2,-0.2,-0.2,objects
61,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000004334,-0.20000000013334102,-0.20000013801291,-0.2000482417681397,-0.20573731794269828,-0.4352542408594219,-3.61742899864743,-19.01029783672768,-46.917584924614246,-72.07172872899987,-88.18857180923474,-94.46424481406063,-92.52987507434857,-83.14610380540563,-54.07943808835621,-17.536259723009632,-2.38143252252597,-0.2977080655743283,-0.2015078198860783,-0.2000079203135996,-0.20000001408386045,-0.20000000000845114,-0.20000000000000173,-0.2,-0.2,objects
